"soortgroep";"meetnet";"soort_nl";"soort_wet";"levensstadium";"2016";"2017";"2018";"2019"
"dagvlinders";"Oranje zandoogje";"Distelvlinder";"Vanessa cardui";"imago";0;2;3;169
"dagvlinders";"Oranje zandoogje";"Eikenpage";"Favonius quercus";"imago";0;1;4;0
"dagvlinders";"Oranje zandoogje";"Gehakkelde aurelia";"Polygonia c-album";"imago";0;27;0;12
"dagvlinders";"Oranje zandoogje";"Groot dikkopje";"Ochlodes sylvanus";"imago";0;1;30;25
"dagvlinders";"Oranje zandoogje";"Groot koolwitje";"Pieris brassicae";"imago";0;9;31;23
"dagvlinders";"Oranje zandoogje";"Heideblauwtje";"Plebejus argus";"imago";0;0;0;1
"dagvlinders";"Oranje zandoogje";"Heivlinder";"Hipparchia semele";"imago";0;0;1;0
"dagvlinders";"Oranje zandoogje";"Hooibeestje";"Coenonympha pamphilus";"imago";0;8;59;10
"dagvlinders";"Oranje zandoogje";"Icarusblauwtje";"Polyommatus icarus";"imago";0;55;207;9
"dagvlinders";"Oranje zandoogje";"Keizersmantel";"Argynnis paphia";"imago";0;0;0;1
"dagvlinders";"Oranje zandoogje";"Klein geaderd witje";"Pieris napi";"imago";0;16;34;21
"dagvlinders";"Oranje zandoogje";"Klein koolwitje";"Pieris rapae";"imago";0;30;113;44
"dagvlinders";"Oranje zandoogje";"Kleine parelmoervlinder";"Issoria lathonia";"imago";0;0;0;10
"dagvlinders";"Oranje zandoogje";"Kleine vos";"Aglais urticae";"imago";0;2;1;0
"dagvlinders";"Oranje zandoogje";"Kleine vuurvlinder";"Lycaena phlaeas";"imago";0;7;58;32
"dagvlinders";"Oranje zandoogje";"Koevinkje";"Aphantopus hyperantus";"imago";0;1;0;0
"dagvlinders";"Oranje zandoogje";"Kommavlinder";"Hesperia comma";"imago";0;0;1;0
"dagvlinders";"Oranje zandoogje";"Koninginnenpage";"Papilio machaon";"imago";0;0;0;1
"dagvlinders";"Oranje zandoogje";"Landkaartje";"Araschnia levana";"imago";0;84;25;12
"dagvlinders";"Oranje zandoogje";"Oranje luzernevlinder";"Colias croceus";"imago";0;0;0;4
"dagvlinders";"Oranje zandoogje";"Zwartsprietdikkopje";"Thymelicus lineola";"imago";0;5;52;25
"dagvlinders";"Oranje zandoogje";NA;"Pieris spec.";"imago";0;0;1;0
"dagvlinders";"Veldparelmoervlinder";"Argusvlinder";"Lasiommata megera";"imago";0;0;1;0
"dagvlinders";"Veldparelmoervlinder";"Atalanta";"Vanessa atalanta";"imago";0;1;0;0
"dagvlinders";"Veldparelmoervlinder";"Bont dikkopje";"Carterocephalus palaemon";"imago";0;3;0;0
"dagvlinders";"Veldparelmoervlinder";"Bont zandoogje";"Pararge aegeria";"imago";2;7;2;0
"dagvlinders";"Veldparelmoervlinder";"Boomblauwtje";"Celastrina argiolus";"imago";0;0;4;0
"dagvlinders";"Veldparelmoervlinder";"Boswitje";"Leptidea sinapis";"imago";36;0;12;1
"dagvlinders";"Veldparelmoervlinder";"Bruin blauwtje";"Aricia agestis";"imago";0;0;0;1
"dagvlinders";"Veldparelmoervlinder";"Bruin dikkopje";"Erynnis tages";"imago";0;3;2;0
"dagvlinders";"Veldparelmoervlinder";"Bruin zandoogje";"Maniola jurtina";"imago";3;16;3;2
"dagvlinders";"Veldparelmoervlinder";"Citroenvlinder";"Gonepteryx rhamni";"imago";8;18;19;1
"dagvlinders";"Veldparelmoervlinder";"Dagpauwoog";"Aglais io";"imago";0;10;1;0
"dagvlinders";"Veldparelmoervlinder";"Distelvlinder";"Vanessa cardui";"imago";0;4;0;2
"dagvlinders";"Veldparelmoervlinder";"Gehakkelde aurelia";"Polygonia c-album";"imago";0;0;1;0
"dagvlinders";"Veldparelmoervlinder";"Groentje";"Callophrys rubi";"imago";3;1;0;0
"dagvlinders";"Veldparelmoervlinder";"Groot dikkopje";"Ochlodes sylvanus";"imago";0;0;2;0
"dagvlinders";"Veldparelmoervlinder";"Groot koolwitje";"Pieris brassicae";"imago";0;0;2;0
"dagvlinders";"Veldparelmoervlinder";"Heideblauwtje";"Plebejus argus";"imago";4;0;0;0
"dagvlinders";"Veldparelmoervlinder";"Hooibeestje";"Coenonympha pamphilus";"imago";62;44;27;7
"dagvlinders";"Veldparelmoervlinder";"Icarusblauwtje";"Polyommatus icarus";"imago";14;60;45;6
"dagvlinders";"Veldparelmoervlinder";"Klein geaderd witje";"Pieris napi";"imago";0;4;1;0
"dagvlinders";"Veldparelmoervlinder";"Klein koolwitje";"Pieris rapae";"imago";1;3;5;4
"dagvlinders";"Veldparelmoervlinder";"Kleine parelmoervlinder";"Issoria lathonia";"imago";0;0;1;1
"dagvlinders";"Veldparelmoervlinder";"Kleine vuurvlinder";"Lycaena phlaeas";"imago";1;2;3;1
"dagvlinders";"Veldparelmoervlinder";"Koninginnenpage";"Papilio machaon";"imago";0;1;5;0
"dagvlinders";"Veldparelmoervlinder";"Landkaartje";"Araschnia levana";"imago";0;8;4;0
"dagvlinders";"Veldparelmoervlinder";"Oranjetipje";"Anthocharis cardamines";"imago";2;1;0;0
"libellen";"Beekrombout";"Bruine korenbout";"Libellula fulva";"larvenhuidje";0;0;0;1
"libellen";"Beekrombout";"Glassnijder";"Brachytron pratense";"larvenhuidje";0;0;0;4
"libellen";"Beekrombout";"Metaalglanslibel";"Somatochlora metallica";"larvenhuidje";0;0;0;5
"libellen";"Bosbeekjuffer";"Azuurwaterjuffer";"Coenagrion puella";"adult";0;0;17;4
"libellen";"Bosbeekjuffer";"Azuurwaterjuffer";"Coenagrion puella";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Bosbeekjuffer";"Azuurwaterjuffer";"Coenagrion puella";"larvenhuidje";0;0;0;0
"libellen";"Bosbeekjuffer";"Beekoeverlibel";"Orthetrum coerulescens";"adult";0;0;0;2
"libellen";"Bosbeekjuffer";"Beekoeverlibel";"Orthetrum coerulescens";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Bosbeekjuffer";"Beekoeverlibel";"Orthetrum coerulescens";"larvenhuidje";0;0;0;0
"libellen";"Bosbeekjuffer";"Bloedrode heidelibel";"Sympetrum sanguineum";"adult";0;0;1;7
"libellen";"Bosbeekjuffer";"Bloedrode heidelibel";"Sympetrum sanguineum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Bosbeekjuffer";"Bloedrode heidelibel";"Sympetrum sanguineum";"larvenhuidje";0;0;0;0
"libellen";"Bosbeekjuffer";"Breedscheenjuffer";"Platycnemis pennipes";"adult";0;0;2;14
"libellen";"Bosbeekjuffer";"Breedscheenjuffer";"Platycnemis pennipes";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Bosbeekjuffer";"Breedscheenjuffer";"Platycnemis pennipes";"larvenhuidje";0;0;0;0
"libellen";"Bosbeekjuffer";"Bruine korenbout";"Libellula fulva";"adult";0;0;0;12
"libellen";"Bosbeekjuffer";"Bruine korenbout";"Libellula fulva";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Bosbeekjuffer";"Bruine korenbout";"Libellula fulva";"larvenhuidje";0;0;0;0
"libellen";"Bosbeekjuffer";"Bruinrode heidelibel";"Sympetrum striolatum";"adult";0;0;1;0
"libellen";"Bosbeekjuffer";"Bruinrode heidelibel";"Sympetrum striolatum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Bosbeekjuffer";"Bruinrode heidelibel";"Sympetrum striolatum";"larvenhuidje";0;0;0;0
"libellen";"Bosbeekjuffer";"Gewone bronlibel";"Cordulegaster boltonii";"adult";0;0;0;5
"libellen";"Bosbeekjuffer";"Gewone bronlibel";"Cordulegaster boltonii";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Bosbeekjuffer";"Gewone bronlibel";"Cordulegaster boltonii";"larvenhuidje";0;0;0;1
"libellen";"Bosbeekjuffer";"Gewone oeverlibel";"Orthetrum cancellatum";"adult";0;0;9;3
"libellen";"Bosbeekjuffer";"Gewone oeverlibel";"Orthetrum cancellatum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Bosbeekjuffer";"Gewone oeverlibel";"Orthetrum cancellatum";"larvenhuidje";0;0;0;0
"libellen";"Bosbeekjuffer";"Gewone pantserjuffer";"Lestes sponsa";"adult";0;0;1;0
"libellen";"Bosbeekjuffer";"Grote keizerlibel";"Anax imperator";"adult";0;0;2;1
"libellen";"Bosbeekjuffer";"Grote keizerlibel";"Anax imperator";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Bosbeekjuffer";"Grote keizerlibel";"Anax imperator";"larvenhuidje";0;0;0;0
"libellen";"Bosbeekjuffer";"Lantaarntje";"Ischnura elegans";"adult";0;0;15;0
"libellen";"Bosbeekjuffer";"Metaalglanslibel";"Somatochlora metallica";"adult";0;0;3;1
"libellen";"Bosbeekjuffer";"Metaalglanslibel";"Somatochlora metallica";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Bosbeekjuffer";"Metaalglanslibel";"Somatochlora metallica";"larvenhuidje";0;0;0;0
"libellen";"Bosbeekjuffer";"Platbuik";"Libellula depressa";"adult";0;0;2;0
"libellen";"Bosbeekjuffer";"Variabele waterjuffer";"Coenagrion pulchellum";"adult";0;0;15;0
"libellen";"Bosbeekjuffer";"Viervlek";"Libellula quadrimaculata";"adult";0;0;2;0
"libellen";"Bosbeekjuffer";"Vroege glazenmaker";"Aeshna isoceles";"adult";0;0;2;0
"libellen";"Bosbeekjuffer";"Vuurjuffer";"Pyrrhosoma nymphula";"adult";0;0;10;3
"libellen";"Bosbeekjuffer";"Vuurjuffer";"Pyrrhosoma nymphula";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Bosbeekjuffer";"Vuurjuffer";"Pyrrhosoma nymphula";"larvenhuidje";0;0;0;0
"libellen";"Bosbeekjuffer";"Weidebeekjuffer";"Calopteryx splendens";"adult";0;0;442;22
"libellen";"Bosbeekjuffer";"Weidebeekjuffer";"Calopteryx splendens";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Bosbeekjuffer";"Weidebeekjuffer";"Calopteryx splendens";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Azuurwaterjuffer";"Coenagrion puella";"imago";807;1383;586;384
"libellen";"Gevlekte witsnuitlibel";"Azuurwaterjuffer";"Coenagrion puella";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Azuurwaterjuffer";"Coenagrion puella";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Beekoeverlibel";"Orthetrum coerulescens";"imago";23;66;8;22
"libellen";"Gevlekte witsnuitlibel";"Beekoeverlibel";"Orthetrum coerulescens";"imago (niet uitgekleurd)";1;2;0;0
"libellen";"Gevlekte witsnuitlibel";"Beekoeverlibel";"Orthetrum coerulescens";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Blauwe glazenmaker";"Aeshna cyanea";"imago";0;1;3;0
"libellen";"Gevlekte witsnuitlibel";"Blauwe glazenmaker";"Aeshna cyanea";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Blauwe glazenmaker";"Aeshna cyanea";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Bloedrode heidelibel";"Sympetrum sanguineum";"imago";165;11;162;83
"libellen";"Gevlekte witsnuitlibel";"Bloedrode heidelibel";"Sympetrum sanguineum";"imago (niet uitgekleurd)";0;0;0;5
"libellen";"Gevlekte witsnuitlibel";"Bloedrode heidelibel";"Sympetrum sanguineum";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Breedscheenjuffer";"Platycnemis pennipes";"imago";13;14;16;75
"libellen";"Gevlekte witsnuitlibel";"Breedscheenjuffer";"Platycnemis pennipes";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Breedscheenjuffer";"Platycnemis pennipes";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Bruine glazenmaker";"Aeshna grandis";"imago";1;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Bruine korenbout";"Libellula fulva";"imago";0;3;0;0
"libellen";"Gevlekte witsnuitlibel";"Bruine winterjuffer";"Sympecma fusca";"imago";2;50;0;3
"libellen";"Gevlekte witsnuitlibel";"Bruine winterjuffer";"Sympecma fusca";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Bruine winterjuffer";"Sympecma fusca";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Bruinrode heidelibel";"Sympetrum striolatum";"imago";83;3;0;18
"libellen";"Gevlekte witsnuitlibel";"Bruinrode heidelibel";"Sympetrum striolatum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Bruinrode heidelibel";"Sympetrum striolatum";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Gaffelwaterjuffer";"Coenagrion scitulum";"imago";0;1;8;17
"libellen";"Gevlekte witsnuitlibel";"Gaffelwaterjuffer";"Coenagrion scitulum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Gaffelwaterjuffer";"Coenagrion scitulum";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Gevlekte glanslibel";"Somatochlora flavomaculata";"imago";0;7;10;1
"libellen";"Gevlekte witsnuitlibel";"Gevlekte glanslibel";"Somatochlora flavomaculata";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Gevlekte glanslibel";"Somatochlora flavomaculata";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Gewone oeverlibel";"Orthetrum cancellatum";"imago";33;183;88;66
"libellen";"Gevlekte witsnuitlibel";"Gewone oeverlibel";"Orthetrum cancellatum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Gewone oeverlibel";"Orthetrum cancellatum";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Gewone pantserjuffer";"Lestes sponsa";"imago";300;58;303;119
"libellen";"Gevlekte witsnuitlibel";"Gewone pantserjuffer";"Lestes sponsa";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Gewone pantserjuffer";"Lestes sponsa";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Glassnijder";"Brachytron pratense";"imago";7;0;15;23
"libellen";"Gevlekte witsnuitlibel";"Glassnijder";"Brachytron pratense";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Glassnijder";"Brachytron pratense";"larvenhuidje";0;0;0;1
"libellen";"Gevlekte witsnuitlibel";"Grote keizerlibel";"Anax imperator";"imago";47;109;69;55
"libellen";"Gevlekte witsnuitlibel";"Grote keizerlibel";"Anax imperator";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Grote keizerlibel";"Anax imperator";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Grote roodoogjuffer";"Erythromma najas";"imago";167;19;28;36
"libellen";"Gevlekte witsnuitlibel";"Grote roodoogjuffer";"Erythromma najas";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Grote roodoogjuffer";"Erythromma najas";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Houtpantserjuffer";"Chalcolestes viridis";"imago";0;0;3;3
"libellen";"Gevlekte witsnuitlibel";"Houtpantserjuffer";"Chalcolestes viridis";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Houtpantserjuffer";"Chalcolestes viridis";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Koraaljuffer";"Ceriagrion tenellum";"imago";90;218;111;119
"libellen";"Gevlekte witsnuitlibel";"Koraaljuffer";"Ceriagrion tenellum";"imago (niet uitgekleurd)";0;0;15;0
"libellen";"Gevlekte witsnuitlibel";"Koraaljuffer";"Ceriagrion tenellum";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Lantaarntje";"Ischnura elegans";"imago";139;176;89;113
"libellen";"Gevlekte witsnuitlibel";"Lantaarntje";"Ischnura elegans";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Lantaarntje";"Ischnura elegans";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Metaalglanslibel";"Somatochlora metallica";"imago";3;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Noordse witsnuitlibel";"Leucorrhinia rubicunda";"imago";3;19;15;2
"libellen";"Gevlekte witsnuitlibel";"Noordse witsnuitlibel";"Leucorrhinia rubicunda";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Noordse witsnuitlibel";"Leucorrhinia rubicunda";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Plasrombout";"Gomphus pulchellus";"imago";1;0;0;1
"libellen";"Gevlekte witsnuitlibel";"Plasrombout";"Gomphus pulchellus";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Plasrombout";"Gomphus pulchellus";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Platbuik";"Libellula depressa";"imago";12;20;7;1
"libellen";"Gevlekte witsnuitlibel";"Platbuik";"Libellula depressa";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Platbuik";"Libellula depressa";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Smaragdlibel";"Cordulia aenea";"imago";173;130;79;22
"libellen";"Gevlekte witsnuitlibel";"Smaragdlibel";"Cordulia aenea";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Smaragdlibel";"Cordulia aenea";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Speerwaterjuffer";"Coenagrion hastulatum";"imago";126;16;0;1
"libellen";"Gevlekte witsnuitlibel";"Steenrode heidelibel";"Sympetrum vulgatum";"imago";0;0;1;0
"libellen";"Gevlekte witsnuitlibel";"Steenrode heidelibel";"Sympetrum vulgatum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Steenrode heidelibel";"Sympetrum vulgatum";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Tangpantserjuffer";"Lestes dryas";"imago";125;45;617;108
"libellen";"Gevlekte witsnuitlibel";"Tangpantserjuffer";"Lestes dryas";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Tangpantserjuffer";"Lestes dryas";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Tengere grasjuffer";"Ischnura pumilio";"imago";0;0;2;2
"libellen";"Gevlekte witsnuitlibel";"Tengere grasjuffer";"Ischnura pumilio";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Tengere grasjuffer";"Ischnura pumilio";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Tengere pantserjuffer";"Lestes virens";"imago";150;3;522;139
"libellen";"Gevlekte witsnuitlibel";"Tengere pantserjuffer";"Lestes virens";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Tengere pantserjuffer";"Lestes virens";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Variabele waterjuffer";"Coenagrion pulchellum";"imago";3;0;331;26
"libellen";"Gevlekte witsnuitlibel";"Variabele waterjuffer";"Coenagrion pulchellum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Variabele waterjuffer";"Coenagrion pulchellum";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Venwitsnuitlibel";"Leucorrhinia dubia";"imago";69;69;25;13
"libellen";"Gevlekte witsnuitlibel";"Venwitsnuitlibel";"Leucorrhinia dubia";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Venwitsnuitlibel";"Leucorrhinia dubia";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Viervlek";"Libellula quadrimaculata";"imago";382;1010;616;291
"libellen";"Gevlekte witsnuitlibel";"Viervlek";"Libellula quadrimaculata";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Viervlek";"Libellula quadrimaculata";"larvenhuidje";0;0;0;1
"libellen";"Gevlekte witsnuitlibel";"Vroege glazenmaker";"Aeshna isoceles";"imago";29;102;21;19
"libellen";"Gevlekte witsnuitlibel";"Vroege glazenmaker";"Aeshna isoceles";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Vroege glazenmaker";"Aeshna isoceles";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Vuurjuffer";"Pyrrhosoma nymphula";"imago";105;69;19;17
"libellen";"Gevlekte witsnuitlibel";"Vuurjuffer";"Pyrrhosoma nymphula";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Vuurjuffer";"Pyrrhosoma nymphula";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Vuurlibel";"Crocothemis erythraea";"imago";7;27;20;19
"libellen";"Gevlekte witsnuitlibel";"Vuurlibel";"Crocothemis erythraea";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Vuurlibel";"Crocothemis erythraea";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Watersnuffel";"Enallagma cyathigerum";"imago";668;383;153;135
"libellen";"Gevlekte witsnuitlibel";"Watersnuffel";"Enallagma cyathigerum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Watersnuffel";"Enallagma cyathigerum";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Weidebeekjuffer";"Calopteryx splendens";"imago";1;4;18;13
"libellen";"Gevlekte witsnuitlibel";"Weidebeekjuffer";"Calopteryx splendens";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Weidebeekjuffer";"Calopteryx splendens";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Zadellibel";"Anax ephippiger";"imago";0;0;0;1
"libellen";"Gevlekte witsnuitlibel";"Zuidelijke keizerlibel";"Anax parthenope";"imago";1;2;1;4
"libellen";"Gevlekte witsnuitlibel";"Zuidelijke keizerlibel";"Anax parthenope";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Zuidelijke keizerlibel";"Anax parthenope";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Zuidelijke oeverlibel";"Orthetrum brunneum";"imago";0;1;0;0
"libellen";"Gevlekte witsnuitlibel";"Zwarte heidelibel";"Sympetrum danae";"imago";4;0;3;23
"libellen";"Gevlekte witsnuitlibel";"Zwarte heidelibel";"Sympetrum danae";"imago (niet uitgekleurd)";0;0;2;0
"libellen";"Gevlekte witsnuitlibel";"Zwarte heidelibel";"Sympetrum danae";"larvenhuidje";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Zwervende heidelibel";"Sympetrum fonscolombii";"imago";0;0;0;2
"libellen";"Gevlekte witsnuitlibel";"Zwervende heidelibel";"Sympetrum fonscolombii";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Gevlekte witsnuitlibel";"Zwervende heidelibel";"Sympetrum fonscolombii";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Azuurwaterjuffer";"Coenagrion puella";"imago";0;0;117;222
"libellen";"Hoogveenglanslibel";"Azuurwaterjuffer";"Coenagrion puella";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Azuurwaterjuffer";"Coenagrion puella";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Beekoeverlibel";"Orthetrum coerulescens";"imago";0;0;50;51
"libellen";"Hoogveenglanslibel";"Beekoeverlibel";"Orthetrum coerulescens";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Beekoeverlibel";"Orthetrum coerulescens";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Blauwe glazenmaker";"Aeshna cyanea";"imago";0;0;5;2
"libellen";"Hoogveenglanslibel";"Blauwe glazenmaker";"Aeshna cyanea";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Blauwe glazenmaker";"Aeshna cyanea";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Bloedrode heidelibel";"Sympetrum sanguineum";"imago";0;0;9;51
"libellen";"Hoogveenglanslibel";"Bloedrode heidelibel";"Sympetrum sanguineum";"imago (niet uitgekleurd)";0;0;0;22
"libellen";"Hoogveenglanslibel";"Bloedrode heidelibel";"Sympetrum sanguineum";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Bosbeekjuffer";"Calopteryx virgo";"imago";0;0;2;0
"libellen";"Hoogveenglanslibel";"Bosbeekjuffer";"Calopteryx virgo";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Bosbeekjuffer";"Calopteryx virgo";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Bruine korenbout";"Libellula fulva";"imago";0;0;0;8
"libellen";"Hoogveenglanslibel";"Bruine korenbout";"Libellula fulva";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Bruine korenbout";"Libellula fulva";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Bruine winterjuffer";"Sympecma fusca";"imago";0;0;1;0
"libellen";"Hoogveenglanslibel";"Bruine winterjuffer";"Sympecma fusca";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Bruine winterjuffer";"Sympecma fusca";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Bruinrode heidelibel";"Sympetrum striolatum";"imago";0;0;4;18
"libellen";"Hoogveenglanslibel";"Bruinrode heidelibel";"Sympetrum striolatum";"imago (niet uitgekleurd)";0;0;0;2
"libellen";"Hoogveenglanslibel";"Bruinrode heidelibel";"Sympetrum striolatum";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Gaffelwaterjuffer";"Coenagrion scitulum";"imago";0;0;2;1
"libellen";"Hoogveenglanslibel";"Gaffelwaterjuffer";"Coenagrion scitulum";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Gaffelwaterjuffer";"Coenagrion scitulum";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Gevlekte glanslibel";"Somatochlora flavomaculata";"imago";0;0;16;11
"libellen";"Hoogveenglanslibel";"Gevlekte glanslibel";"Somatochlora flavomaculata";"imago (niet uitgekleurd)";0;0;0;0
"libellen";"Hoogveenglanslibel";"Gevlekte glanslibel";"Somatochlora flavomaculata";"larvenhuidje";0;0;0;0
"libellen";"Hoogveenglanslibel";"Gevlekte witsnuitlibel";"Leucorrhinia pectoralis";"imago";0;0;1;0
"libellen";"Hoogveenglanslibel";"Gevlekte witsnuitlibel";"Leucorrhinia pectoralis";"imago (niet uitgekleurd)";0;0;0;0
